idx,size,true_h,exact_h,noisy_h,err_exact,err_noisy
226,3,0.014661648747060423,0.014661648747060552,0.014646489126743387,1.2836953722228372e-16,-1.5159620317036285e-05
227,3,-0.05264525187144379,-0.05264525187144393,-0.05258823594099826,-1.3877787807814457e-16,5.701593044552672e-05
228,3,-0.0047211549112483805,-0.004721154911248409,-0.004607966849020997,-2.862293735361732e-17,0.00011318806222738315
229,3,0.04722445828391413,0.04722445828391421,0.04714177987289507,7.632783294297951e-17,-8.267841101906176e-05
230,3,0.0014458865609580914,0.0014458865609581466,0.0014932707464309003,5.5294310796760726e-17,4.738418547280891e-05
231,3,-0.1287305815863941,-0.12873058158639414,-0.12876460455872754,-2.7755575615628914e-17,-3.402297233343066e-05
232,3,-0.10163764052727471,-0.10163764052727482,-0.10146706297677695,-1.1102230246251565e-16,0.00017057755049776357
233,3,-0.03618913087580631,-0.03618913087580631,-0.03612544319106352,0.0,6.368768474279002e-05
234,3,0.060191773241574695,0.06019177324157485,0.060279885691156686,1.5265566588595902e-16,8.811244958199099e-05
235,3,0.008988089152559121,0.008988089152559114,0.009123399155900064,-6.938893903907228e-18,0.00013531000334094344
236,3,0.00637804841032645,0.006378048410326535,0.006446475779120314,8.500145032286355e-17,6.842736879386462e-05
237,3,-0.05941188362540962,-0.059411883625409674,-0.05944980987454986,-5.551115123125783e-17,-3.7926249140243784e-05
238,3,0.0066109401090878655,0.006610940109087854,0.006731353991008714,-1.1275702593849246e-17,0.00012041388192084862
239,3,-0.10271705427233688,-0.10271705427233711,-0.10284157051942115,-2.3592239273284576e-16,-0.00012451624708427478
240,3,0.015432675028992456,0.015432675028992515,0.015270365595242247,5.898059818321144e-17,-0.00016230943375020873
241,3,0.05323908726577535,0.05323908726577543,0.05308287016138633,7.632783294297951e-17,-0.00015621710438901842
242,3,-0.03691156111775621,-0.03691156111775625,-0.03682499254918479,-4.163336342344337e-17,8.656856857142126e-05
243,3,0.04895715818467807,0.04895715818467807,0.04913406052887358,0.0,0.00017690234419550505
244,3,-0.03250106930802828,-0.03250106930802811,-0.03256371239563291,1.6653345369377348e-16,-6.2643087604633e-05
245,3,0.0066535182631383884,0.006653518263138354,0.006686467511157125,-3.469446951953614e-17,3.2949248018736624e-05
246,3,-0.006137100543540036,-0.006137100543540142,-0.006179687935608606,-1.0581813203458523e-16,-4.258739206856963e-05
